"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"02.03.2021","111.540,00","110.328,00","112.428,00","107.319,00","14,82M","1,09%"
"01.03.2021","110.335,00","110.036,00","112.445,00","110.036,00","11,24M","0,27%"
"26.02.2021","110.035,00","112.260,00","113.466,00","109.827,00","14,62M","-1,98%"
"25.02.2021","112.256,00","115.668,00","116.506,00","111.764,00","12,47M","-2,95%"
"24.02.2021","115.668,00","115.229,00","116.208,00","114.668,00","11,40M","0,38%"
"23.02.2021","115.227,00","112.676,00","115.380,00","112.667,00","15,17M","2,27%"
"22.02.2021","112.668,00","118.388,00","118.388,00","111.650,00","21,77M","-4,87%"
"19.02.2021","118.431,00","119.199,00","119.250,00","117.867,00","10,40M","-0,64%"
"18.02.2021","119.199,00","120.361,00","120.845,00","118.515,00","10,72M","-0,96%"
"17.02.2021","120.356,00","119.421,00","120.597,00","118.880,00","8,33M","0,78%"
"12.02.2021","119.429,00","119.300,00","119.763,00","118.163,00","7,66M","0,11%"
"11.02.2021","119.300,00","118.440,00","120.283,00","118.440,00","7,57M","0,73%"
"10.02.2021","118.435,00","119.472,00","119.738,00","117.970,00","8,64M","-0,87%"
"09.02.2021","119.472,00","119.696,00","119.975,00","118.246,00","7,91M","-0,19%"
"08.02.2021","119.696,00","120.239,00","120.844,00","119.140,00","8,62M","-0,45%"
"05.02.2021","120.240,00","119.261,00","121.117,00","119.261,00","8,21M","0,82%"
"04.02.2021","119.261,00","119.728,00","120.560,00","118.918,00","8,10M","-0,39%"
"03.02.2021","119.725,00","118.235,00","120.210,00","118.234,00","8,70M","1,26%"
"02.02.2021","118.234,00","117.520,00","119.805,00","117.519,00","11,63M","0,61%"
"01.02.2021","117.518,00","115.093,00","117.862,00","115.093,00","8,72M","2,13%"
"29.01.2021","115.068,00","118.880,00","118.880,00","114.973,00","10,97M","-3,21%"
"28.01.2021","118.883,00","115.882,00","119.355,00","115.734,00","12,07M","2,59%"
"27.01.2021","115.882,00","116.463,00","117.840,00","114.887,00","12,38M","-0,50%"
"26.01.2021","116.464,00","117.381,00","119.167,00","116.109,00","10,68M","-0,78%"
"22.01.2021","117.380,00","118.318,00","118.318,00","116.109,00","9,37M","-0,80%"
"21.01.2021","118.329,00","119.628,00","120.243,00","117.785,00","8,57M","-1,10%"
"20.01.2021","119.646,00","120.644,00","121.449,00","118.740,00","7,95M","-0,82%"
"19.01.2021","120.636,00","121.250,00","122.120,00","119.257,00","7,89M","-0,50%"
"18.01.2021","121.242,00","120.351,00","122.586,00","120.351,00","7,22M","0,74%"
"15.01.2021","120.349,00","123.472,00","123.472,00","120.185,00","9,39M","-2,54%"
"14.01.2021","123.481,00","121.947,00","123.896,00","121.947,00","8,97M","1,27%"
"13.01.2021","121.933,00","123.996,00","124.032,00","121.016,00","10,29M","-1,67%"
"12.01.2021","123.998,00","123.255,00","124.584,00","123.227,00","8,95M","0,60%"
"11.01.2021","123.255,00","125.075,00","125.075,00","122.506,00","9,54M","-1,46%"
"08.01.2021","125.077,00","122.387,00","125.324,00","122.386,00","11,09M","2,20%"
"07.01.2021","122.386,00","119.103,00","122.697,00","119.101,00","11,77M","2,76%"
"06.01.2021","119.100,00","119.377,00","120.924,00","118.917,00","11,64M","-0,23%"
"05.01.2021","119.376,00","118.835,00","119.790,00","116.756,00","9,26M","0,44%"
"04.01.2021","118.855,00","119.024,00","120.354,00","118.062,00","8,74M","-0,14%"
"30.12.2020","119.017,00","119.410,00","120.150,00","118.919,00","8,24M","-0,33%"
"29.12.2020","119.409,00","119.130,00","119.861,00","118.750,00","6,77M","0,24%"
"28.12.2020","119.124,00","117.806,00","119.213,00","117.805,00","7,17M","1,12%"
"23.12.2020","117.807,00","116.636,00","118.311,00","116.636,00","6,48M","1,00%"
"22.12.2020","116.636,00","115.825,00","116.903,00","115.648,00","6,95M","0,70%"
"21.12.2020","115.823,00","118.021,00","118.021,00","114.730,00","10,35M","-1,86%"
"18.12.2020","118.024,00","118.395,00","119.370,00","117.638,00","8,64M","-0,32%"
"17.12.2020","118.401,00","117.864,00","119.027,00","117.856,00","7,70M","0,46%"
"16.12.2020","117.857,00","116.149,00","118.178,00","115.496,00","9,81M","1,47%"
"15.12.2020","116.149,00","114.613,00","116.390,00","114.613,00","8,20M","1,34%"
"14.12.2020","114.611,00","115.137,00","115.740,00","114.431,00","8,19M","-0,45%"
"11.12.2020","115.128,00","115.128,00","115.527,00","113.949,00","8,37M","0,00%"
"10.12.2020","115.129,00","113.002,00","115.262,00","112.732,00","11,80M","1,88%"
"09.12.2020","113.001,00","113.799,00","114.020,00","112.567,00","8,43M","-0,70%"
"08.12.2020","113.793,00","113.590,00","114.381,00","112.820,00","8,81M","0,18%"
"07.12.2020","113.590,00","113.750,00","114.531,00","112.629,00","9,63M","-0,14%"
"04.12.2020","113.750,00","112.294,00","113.864,00","112.294,00","8,89M","1,30%"
"03.12.2020","112.292,00","111.874,00","113.377,00","111.874,00","11,47M","0,37%"
"02.12.2020","111.879,00","111.402,00","112.315,00","110.579,00","9,81M","0,43%"
"01.12.2020","111.400,00","108.897,00","111.840,00","108.897,00","11,32M","2,30%"
"30.11.2020","108.893,00","110.598,00","110.934,00","108.829,00","19,30M","-1,52%"
"27.11.2020","110.575,00","110.229,00","111.603,00","110.161,00","8,79M","0,32%"
"26.11.2020","110.227,00","110.133,00","110.244,00","109.418,00","6,17M","0,09%"
"25.11.2020","110.133,00","109.786,00","110.596,00","109.315,00","8,56M","0,32%"
"24.11.2020","109.786,00","107.378,00","109.956,00","107.361,00","11,93M","2,24%"
"23.11.2020","107.379,00","106.050,00","107.495,00","106.050,00","9,69M","1,26%"
"20.11.2020","106.042,00","106.670,00","106.764,00","105.680,00","7,10M","-0,59%"
"19.11.2020","106.670,00","106.117,00","106.973,00","105.545,00","8,56M","0,52%"
"18.11.2020","106.119,00","107.246,00","107.467,00","106.043,00","10,34M","-1,05%"
"17.11.2020","107.249,00","106.430,00","107.810,00","105.847,00","10,31M","0,77%"
"16.11.2020","106.430,00","104.729,00","106.518,00","104.729,00","11,72M","1,63%"
"13.11.2020","104.723,00","102.509,00","104.726,00","102.509,00","9,77M","2,16%"
"12.11.2020","102.507,00","104.810,00","105.019,00","102.034,00","10,86M","-2,20%"
"11.11.2020","104.809,00","105.067,00","105.462,00","104.143,00","10,84M","-0,25%"
"10.11.2020","105.067,00","103.516,00","105.758,00","103.453,00","16,67M","1,50%"
"09.11.2020","103.515,00","100.954,00","105.147,00","100.954,00","17,41M","2,57%"
"06.11.2020","100.925,00","100.751,00","101.104,00","99.837,00","8,38M","0,17%"
"05.11.2020","100.751,00","97.873,00","100.922,00","97.872,00","10,46M","2,95%"
"04.11.2020","97.867,00","95.992,00","98.296,00","95.987,00","10,70M","1,97%"
"03.11.2020","95.980,00","93.968,00","96.350,00","93.968,00","10,19M","2,16%"
"30.10.2020","93.952,00","96.579,00","96.579,00","93.559,00","10,64M","-2,72%"
"29.10.2020","96.582,00","95.368,00","96.688,00","93.387,00","12,70M","1,27%"
"28.10.2020","95.369,00","99.598,00","99.598,00","95.369,00","11,05M","-4,25%"
"27.10.2020","99.606,00","101.017,00","101.660,00","99.414,00","8,67M","-1,40%"
"26.10.2020","101.017,00","101.260,00","101.784,00","99.762,00","8,07M","-0,24%"
"23.10.2020","101.260,00","101.918,00","102.218,00","101.188,00","7,56M","-0,65%"
"22.10.2020","101.918,00","100.553,00","102.020,00","100.457,00","9,56M","1,36%"
"21.10.2020","100.552,00","100.541,00","101.586,00","100.149,00","8,66M","0,01%"
"20.10.2020","100.540,00","98.664,00","100.722,00","98.664,00","8,80M","1,91%"
"19.10.2020","98.658,00","98.310,00","99.917,00","98.310,00","9,93M","0,36%"
"16.10.2020","98.309,00","99.054,00","99.172,00","98.309,00","7,84M","-0,75%"
"15.10.2020","99.054,00","99.328,00","99.486,00","97.778,00","8,34M","-0,28%"
"14.10.2020","99.334,00","98.502,00","99.571,00","98.501,00","8,90M","0,84%"
"13.10.2020","98.503,00","97.483,00","98.998,00","97.336,00","7,87M","1,05%"
"09.10.2020","97.483,00","97.924,00","98.642,00","97.161,00","10,81M","-0,45%"
"08.10.2020","97.920,00","95.530,00","97.938,00","95.530,00","11,16M","2,51%"
"07.10.2020","95.526,00","95.616,00","96.380,00","94.881,00","9,83M","-0,09%"
"06.10.2020","95.615,00","96.091,00","97.405,00","95.211,00","11,30M","-0,49%"
"05.10.2020","96.089,00","94.019,00","96.414,00","93.984,00","8,62M","2,20%"
"02.10.2020","94.016,00","95.475,00","95.996,00","93.897,00","8,58M","-1,53%"
"01.10.2020","95.479,00","94.604,00","95.486,00","93.599,00","9,24M","0,93%"
"30.09.2020","94.603,00","93.586,00","95.340,00","93.584,00","9,49M","1,09%"
"29.09.2020","93.580,00","94.665,00","95.505,00","93.408,00","8,74M","-1,15%"
"28.09.2020","94.666,00","97.005,00","98.314,00","94.371,00","10,51M","-2,41%"
"25.09.2020","96.999,00","97.011,00","97.012,00","95.632,00","7,35M","-0,01%"
"24.09.2020","97.012,00","95.735,00","97.955,00","95.653,00","9,33M","1,33%"
"23.09.2020","95.735,00","97.294,00","97.389,00","95.728,00","8,83M","-1,60%"
"22.09.2020","97.294,00","96.995,00","97.684,00","96.390,00","7,28M","0,31%"
"21.09.2020","96.991,00","98.283,00","98.283,00","95.820,00","9,74M","-1,32%"
"18.09.2020","98.290,00","100.098,00","100.102,00","98.045,00","11,37M","-1,81%"
"17.09.2020","100.098,00","99.674,00","100.251,00","98.562,00","7,86M","0,42%"
"16.09.2020","99.676,00","100.299,00","100.663,00","99.663,00","7,14M","-0,62%"
"15.09.2020","100.298,00","100.277,00","100.949,00","99.647,00","9,22M","0,02%"
"14.09.2020","100.275,00","98.367,00","100.520,00","98.367,00","8,18M","1,94%"
"11.09.2020","98.363,00","98.839,00","99.435,00","97.758,00","9,11M","-0,48%"
"10.09.2020","98.835,00","101.291,00","101.536,00","98.687,00","8,89M","-2,43%"
"09.09.2020","101.292,00","100.050,00","101.578,00","100.050,00","7,96M","1,24%"
"08.09.2020","100.050,00","101.239,00","101.239,00","99.373,00","8,48M","-1,18%"
"04.09.2020","101.242,00","100.733,00","101.582,00","98.960,00","11,33M","0,52%"
"03.09.2020","100.721,00","101.911,00","103.226,00","99.751,00","12,61M","-1,17%"
"02.09.2020","101.911,00","102.168,00","102.824,00","100.872,00","7,56M","-0,25%"
"01.09.2020","102.168,00","99.382,00","102.238,00","99.382,00","9,38M","2,82%"
"31.08.2020","99.369,00","102.142,00","102.142,00","99.369,00","12,23M","-2,72%"
"28.08.2020","102.143,00","100.631,00","102.347,00","100.631,00","7,67M","1,51%"
"27.08.2020","100.624,00","100.625,00","101.548,00","99.857,00","7,36M","0,00%"
"26.08.2020","100.627,00","102.119,00","102.521,00","99.359,00","9,86M","-1,46%"
"25.08.2020","102.118,00","102.293,00","102.708,00","101.623,00","8,19M","-0,18%"
"24.08.2020","102.298,00","101.525,00","102.515,00","101.525,00","7,72M","0,77%"
"21.08.2020","101.521,00","101.460,00","101.566,00","100.412,00","9,10M","0,05%"
"20.08.2020","101.468,00","100.853,00","101.749,00","99.131,00","9,40M","0,61%"
"19.08.2020","100.854,00","102.072,00","102.334,00","100.800,00","10,03M","-1,19%"
"18.08.2020","102.065,00","99.597,00","102.247,00","99.597,00","9,42M","2,48%"
"17.08.2020","99.595,00","101.348,00","101.689,00","98.513,00","10,82M","-1,73%"
"14.08.2020","101.353,00","100.469,00","101.717,00","100.445,00","8,58M","0,89%"
"13.08.2020","100.461,00","102.118,00","103.237,00","100.187,00","10,72M","-1,62%"
"12.08.2020","102.118,00","102.176,00","103.116,00","100.698,00","10,11M","-0,05%"
"11.08.2020","102.174,00","103.449,00","104.409,00","102.174,00","9,36M","-1,23%"
"10.08.2020","103.444,00","102.776,00","103.722,00","101.282,00","8,26M","0,65%"
"07.08.2020","102.776,00","104.116,00","104.126,00","101.956,00","10,34M","-1,30%"
"06.08.2020","104.126,00","102.795,00","104.523,00","102.795,00","9,69M","1,29%"
"05.08.2020","102.802,00","101.220,00","103.763,00","101.220,00","10,92M","1,57%"
"04.08.2020","101.216,00","102.826,00","103.012,00","100.004,00","12,03M","-1,57%"
"03.08.2020","102.830,00","102.913,00","103.863,00","102.304,00","10,90M","-0,08%"
"31.07.2020","102.912,00","105.010,00","105.462,00","102.642,00","12,93M","-2,00%"
"30.07.2020","105.009,00","105.605,00","105.607,00","103.920,00","9,59M","-0,56%"
"29.07.2020","105.605,00","104.112,00","105.704,00","104.112,00","9,24M","1,44%"
"28.07.2020","104.109,00","104.477,00","104.663,00","103.592,00","9,09M","-0,35%"
"27.07.2020","104.477,00","102.381,00","104.585,00","102.381,00","9,62M","2,05%"
"24.07.2020","102.382,00","102.292,00","102.694,00","100.859,00","9,80M","0,09%"
"23.07.2020","102.293,00","104.291,00","104.949,00","102.119,00","10,37M","-1,91%"
"22.07.2020","104.290,00","104.312,00","104.980,00","103.277,00","10,83M","-0,02%"
"21.07.2020","104.310,00","104.426,00","105.449,00","103.732,00","11,11M","-0,11%"
"20.07.2020","104.426,00","102.888,00","104.439,00","102.744,00","8,93M","1,49%"
"17.07.2020","102.888,00","100.554,00","103.017,00","100.554,00","10,43M","2,32%"
"16.07.2020","100.553,00","101.791,00","101.792,00","100.160,00","8,13M","-1,22%"
"15.07.2020","101.791,00","100.444,00","102.114,00","100.444,00","9,29M","1,35%"
"14.07.2020","100.440,00","98.699,00","100.632,00","98.289,00","10,02M","1,77%"
"13.07.2020","98.697,00","100.027,00","100.858,00","98.697,00","10,38M","-1,33%"
"10.07.2020","100.032,00","99.160,00","100.101,00","98.739,00","9,15M","0,88%"
"09.07.2020","99.160,00","99.770,00","100.191,00","98.861,00","9,47M","-0,61%"
"08.07.2020","99.770,00","97.765,00","99.973,00","97.765,00","9,14M","2,06%"
"07.07.2020","97.761,00","98.937,00","98.938,00","97.272,00","8,95M","-1,19%"
"06.07.2020","98.937,00","96.776,00","99.257,00","96.768,00","9,49M","2,24%"
"03.07.2020","96.765,00","96.237,00","96.765,00","95.803,00","5,35M","0,55%"
"02.07.2020","96.235,00","96.206,00","97.864,00","96.052,00","10,06M","0,03%"
"01.07.2020","96.203,00","95.062,00","96.852,00","95.062,00","10,16M","1,21%"
"30.06.2020","95.056,00","95.728,00","96.257,00","94.806,00","10,14M","-0,71%"
"29.06.2020","95.735,00","93.837,00","95.735,00","93.825,00","8,91M","2,03%"
"26.06.2020","93.834,00","95.979,00","95.979,00","93.514,00","8,44M","-2,24%"
"25.06.2020","95.983,00","94.382,00","96.260,00","94.152,00","8,70M","1,70%"
"24.06.2020","94.377,00","95.974,00","95.974,00","93.259,00","9,96M","-1,67%"
"23.06.2020","95.975,00","95.344,00","97.486,00","95.344,00","9,75M","0,67%"
"22.06.2020","95.336,00","96.572,00","96.870,00","94.869,00","8,26M","-1,28%"
"19.06.2020","96.572,00","96.138,00","97.540,00","95.874,00","13,13M","0,47%"
"18.06.2020","96.125,00","95.547,00","97.110,00","94.698,00","10,01M","0,60%"
"17.06.2020","95.547,00","93.531,00","96.611,00","93.531,00","11,13M","2,16%"
"16.06.2020","93.531,00","92.387,00","95.216,00","92.387,00","12,03M","1,25%"
"15.06.2020","92.376,00","92.780,00","93.112,00","90.148,00","13,32M","-0,45%"
"12.06.2020","92.795,00","94.677,00","94.703,00","90.811,00","12,79M","-2,00%"
"10.06.2020","94.686,00","96.747,00","97.646,00","94.665,00","11,74M","-2,13%"
"09.06.2020","96.747,00","97.644,00","97.644,00","95.386,00","11,29M","-0,92%"
"08.06.2020","97.645,00","94.640,00","97.693,00","94.635,00","11,10M","3,18%"
"05.06.2020","94.637,00","93.839,00","97.356,00","93.839,00","13,32M","0,86%"
"04.06.2020","93.829,00","92.993,00","94.132,00","92.221,00","11,49M","0,89%"
"03.06.2020","93.002,00","91.048,00","93.710,00","91.048,00","15,14M","2,15%"
"02.06.2020","91.046,00","88.622,00","91.046,00","88.622,00","11,83M","2,74%"
"01.06.2020","88.620,00","87.395,00","89.019,00","86.837,00","9,85M","1,39%"
"29.05.2020","87.403,00","86.951,00","87.410,00","85.384,00","16,55M","0,52%"
"28.05.2020","86.949,00","87.946,00","88.091,00","86.767,00","10,12M","-1,13%"
"27.05.2020","87.946,00","85.468,00","87.946,00","85.468,00","11,21M","2,90%"
"26.05.2020","85.469,00","85.668,00","87.333,00","85.396,00","12,03M","-0,23%"
"25.05.2020","85.663,00","82.198,00","85.876,00","82.193,00","8,76M","4,25%"
"22.05.2020","82.173,00","83.027,00","83.027,00","81.669,00","9,28M","-1,03%"
"21.05.2020","83.027,00","81.320,00","83.309,00","81.317,00","11,40M","2,10%"
"20.05.2020","81.319,00","80.747,00","82.290,00","80.740,00","9,52M","0,71%"
"19.05.2020","80.742,00","81.197,00","82.175,00","80.647,00","10,74M","-0,56%"
"18.05.2020","81.194,00","77.576,00","81.420,00","77.571,00","11,53M","4,69%"
"15.05.2020","77.557,00","79.011,00","79.538,00","77.426,00","11,72M","-1,84%"
"14.05.2020","79.011,00","77.770,00","79.011,00","75.697,00","13,82M","1,59%"
"13.05.2020","77.772,00","77.877,00","78.911,00","77.152,00","11,58M","-0,13%"
"12.05.2020","77.872,00","79.065,00","80.344,00","77.872,00","10,25M","-1,51%"
"11.05.2020","79.065,00","80.263,00","80.723,00","78.994,00","9,78M","-1,49%"
"08.05.2020","80.263,00","78.152,00","80.557,00","78.152,00","10,73M","2,74%"
"07.05.2020","78.119,00","79.072,00","80.061,00","78.061,00","13,81M","-1,20%"
"06.05.2020","79.064,00","79.473,00","79.996,00","78.056,00","9,78M","-0,51%"
"05.05.2020","79.471,00","78.887,00","81.066,00","78.886,00","9,15M","0,75%"
"04.05.2020","78.876,00","80.501,00","80.502,00","77.640,00","8,59M","-2,02%"
"30.04.2020","80.506,00","83.169,00","83.169,00","80.168,00","11,80M","-3,20%"
"29.04.2020","83.171,00","81.313,00","83.598,00","81.313,00","11,72M","2,29%"
"28.04.2020","81.312,00","78.243,00","81.427,00","78.243,00","12,94M","3,93%"
"27.04.2020","78.239,00","75.334,00","78.563,00","75.327,00","10,66M","3,86%"
"24.04.2020","75.331,00","79.667,00","79.667,00","72.041,00","16,53M","-5,45%"
"23.04.2020","79.673,00","80.690,00","81.934,00","78.622,00","10,82M","-1,26%"
"22.04.2020","80.687,00","78.973,00","81.184,00","78.973,00","9,85M","2,17%"
"20.04.2020","78.973,00","78.989,00","80.106,00","76.943,00","8,87M","-0,02%"
"17.04.2020","78.990,00","77.817,00","79.846,00","77.754,00","8,32M","1,51%"
"16.04.2020","77.812,00","78.837,00","80.167,00","77.452,00","9,03M","-1,29%"
"15.04.2020","78.831,00","79.911,00","80.035,00","77.546,00","9,76M","-1,36%"
"14.04.2020","79.918,00","78.848,00","81.668,00","78.848,00","8,59M","1,37%"
"13.04.2020","78.836,00","77.682,00","78.836,00","76.405,00","7,65M","1,49%"
"09.04.2020","77.682,00","78.640,00","80.428,00","77.457,00","10,75M","-1,20%"
"08.04.2020","78.625,00","76.335,00","79.058,00","76.115,00","10,21M","2,97%"
"07.04.2020","76.358,00","74.078,00","79.855,00","74.078,00","11,29M","3,08%"
"06.04.2020","74.073,00","69.556,00","75.260,00","69.556,00","9,69M","6,52%"
"03.04.2020","69.538,00","72.241,00","72.241,00","67.802,00","10,41M","-3,76%"
"02.04.2020","72.253,00","70.969,00","73.861,00","70.957,00","10,54M","1,81%"
"01.04.2020","70.967,00","73.011,00","73.011,00","69.569,00","10,09M","-2,81%"
"31.03.2020","73.020,00","74.629,00","75.511,00","72.385,00","11,14M","-2,17%"
"30.03.2020","74.639,00","73.431,00","75.430,00","73.184,00","9,03M","1,65%"
"27.03.2020","73.429,00","77.708,00","77.708,00","73.057,00","10,30M","-5,51%"
"26.03.2020","77.710,00","74.956,00","78.846,00","74.923,00","12,76M","3,67%"
"25.03.2020","74.956,00","69.727,00","76.714,00","69.360,00","12,95M","7,50%"
"24.03.2020","69.729,00","63.604,00","71.535,00","63.604,00","11,68M","9,69%"
"23.03.2020","63.570,00","67.067,00","67.604,00","62.161,00","11,96M","-5,22%"
"20.03.2020","67.069,00","68.344,00","72.247,00","66.120,00","15,15M","-1,85%"
"19.03.2020","68.332,00","66.883,00","70.071,00","61.691,00","16,14M","2,15%"
"18.03.2020","66.895,00","74.576,00","74.576,00","63.547,00","16,75M","-10,35%"
"17.03.2020","74.617,00","71.178,00","77.255,00","70.782,00","14,95M","4,85%"
"16.03.2020","71.168,00","82.565,00","82.565,00","70.855,00","12,85M","-13,92%"
"13.03.2020","82.678,00","72.621,00","83.758,00","72.621,00","15,77M","13,91%"
"12.03.2020","72.583,00","85.103,00","85.103,00","68.488,00","12,01M","-14,78%"
"11.03.2020","85.171,00","92.202,00","92.202,00","80.796,00","11,79M","-7,64%"
"10.03.2020","92.214,00","86.071,00","92.230,00","86.071,00","13,53M","7,14%"
"09.03.2020","86.067,00","97.982,00","97.982,00","85.880,00","14,65M","-12,17%"
"06.03.2020","97.997,00","102.230,00","102.230,00","96.886,00","11,86M","-4,14%"
"05.03.2020","102.233,00","107.217,00","107.217,00","100.536,00","8,60M","-4,65%"
"04.03.2020","107.224,00","105.540,00","107.809,00","105.042,00","8,41M","1,60%"
"03.03.2020","105.537,00","106.630,00","108.804,00","104.405,00","9,39M","-1,02%"
"02.03.2020","106.625,00","104.260,00","107.220,00","103.779,00","8,86M","2,35%"
"28.02.2020","104.172,00","102.984,00","104.172,00","99.951,00","11,23M","1,15%"
"27.02.2020","102.984,00","105.711,00","106.656,00","102.984,00","11,24M","-2,59%"
"26.02.2020","105.718,00","113.647,00","113.647,00","105.053,00","9,37M","-7,00%"
"21.02.2020","113.681,00","114.585,00","114.585,00","112.661,00","5,90M","-0,79%"
"20.02.2020","114.586,00","116.518,00","116.552,00","114.379,00","6,79M","-1,66%"
"19.02.2020","116.518,00","114.982,00","116.545,00","114.774,00","6,33M","1,34%"
"18.02.2020","114.977,00","115.309,00","115.309,00","113.532,00","5,55M","-0,29%"
"17.02.2020","115.309,00","114.381,00","115.696,00","114.381,00","4,36M","0,81%"
"14.02.2020","114.381,00","115.663,00","115.663,00","114.132,00","5,34M","-1,11%"
"13.02.2020","115.662,00","116.660,00","116.660,00","114.801,00","5,64M","-0,87%"
"12.02.2020","116.674,00","115.371,00","117.581,00","115.371,00","8,16M","1,13%"
"11.02.2020","115.371,00","112.574,00","115.576,00","112.574,00","6,77M","2,49%"
"10.02.2020","112.570,00","113.771,00","114.176,00","112.134,00","7,49M","-1,05%"
"07.02.2020","113.770,00","115.190,00","115.190,00","113.769,00","6,59M","-1,23%"
"06.02.2020","115.190,00","116.033,00","117.382,00","114.723,00","7,38M","-0,72%"
"05.02.2020","116.028,00","115.563,00","117.701,00","115.562,00","7,17M","0,41%"
"04.02.2020","115.557,00","114.631,00","116.556,00","114.631,00","5,83M","0,81%"
"03.02.2020","114.629,00","113.761,00","115.299,00","113.467,00","5,51M","0,76%"
"31.01.2020","113.761,00","115.518,00","115.518,00","113.148,00","6,22M","-1,53%"
"30.01.2020","115.528,00","115.375,00","115.528,00","112.825,00","6,32M","0,12%"
"29.01.2020","115.385,00","116.494,00","117.171,00","115.164,00","5,10M","-0,94%"
"28.01.2020","116.479,00","114.482,00","116.797,00","114.475,00","5,23M","1,74%"
"27.01.2020","114.482,00","118.347,00","118.347,00","114.376,00","6,10M","-3,29%"
"24.01.2020","118.376,00","119.528,00","119.593,00","118.108,00","4,78M","-0,96%"
"23.01.2020","119.528,00","118.391,00","119.535,00","116.906,00","6,57M","0,96%"
"22.01.2020","118.391,00","117.035,00","118.401,00","117.035,00","5,77M","1,17%"
"21.01.2020","117.026,00","118.861,00","118.861,00","117.026,00","5,09M","-1,54%"
"20.01.2020","118.862,00","118.478,00","118.862,00","117.928,00","3,84M","0,32%"
"17.01.2020","118.478,00","116.710,00","118.479,00","116.710,00","4,95M","1,52%"
"16.01.2020","116.704,00","116.415,00","117.106,00","115.961,00","5,42M","0,25%"
"15.01.2020","116.414,00","117.632,00","117.632,00","116.188,00","5,57M","-1,04%"
"14.01.2020","117.632,00","117.325,00","117.705,00","116.610,00","5,36M","0,26%"
"13.01.2020","117.325,00","115.503,00","117.333,00","115.503,00","5,69M","1,58%"
"10.01.2020","115.503,00","115.948,00","116.745,00","114.952,00","4,78M","-0,38%"
"09.01.2020","115.947,00","116.248,00","116.820,00","115.411,00","5,95M","-0,26%"
"08.01.2020","116.247,00","116.667,00","117.335,00","115.693,00","5,91M","-0,36%"
"07.01.2020","116.662,00","116.872,00","117.076,00","115.965,00","4,85M","-0,18%"
"06.01.2020","116.878,00","117.707,00","117.707,00","116.269,00","6,57M","-0,70%"
"03.01.2020","117.707,00","118.564,00","118.792,00","117.341,00","6,83M","-0,73%"
"02.01.2020","118.573,00","115.652,00","118.573,00","115.649,00","5,16M","2,53%"
"30.12.2019","115.645,00","116.530,00","117.086,00","115.599,00","3,67M","-0,76%"
"27.12.2019","116.534,00","117.205,00","117.803,00","115.995,00","3,91M","-0,57%"
"26.12.2019","117.203,00","115.864,00","117.220,00","115.673,00","3,79M","1,16%"
"23.12.2019","115.863,00","115.119,00","115.863,00","114.964,00","4,00M","0,64%"
"20.12.2019","115.121,00","115.133,00","115.171,00","114.526,00","6,89M","-0,01%"
"19.12.2019","115.131,00","114.313,00","115.132,00","113.712,00","5,78M","0,71%"
"18.12.2019","114.315,00","112.618,00","114.339,00","112.300,00","7,94M","1,51%"
"17.12.2019","112.616,00","111.897,00","112.695,00","111.897,00","5,35M","0,64%"
"16.12.2019","111.896,00","112.565,00","113.197,00","111.896,00","6,08M","-0,59%"
"13.12.2019","112.565,00","112.205,00","112.829,00","111.780,00","7,71M","0,33%"
"12.12.2019","112.200,00","110.963,00","112.445,00","110.963,00","5,68M","1,11%"
"11.12.2019","110.964,00","110.672,00","111.227,00","110.530,00","5,15M","0,26%"
"10.12.2019","110.672,00","110.973,00","111.184,00","110.133,00","4,76M","-0,27%"
"09.12.2019","110.977,00","111.125,00","111.453,00","110.870,00","4,99M","-0,13%"
"06.12.2019","111.126,00","110.623,00","111.430,00","110.623,00","4,97M","0,46%"
"05.12.2019","110.622,00","110.297,00","111.073,00","110.008,00","4,40M","0,29%"
"04.12.2019","110.301,00","108.962,00","110.301,00","108.962,00","4,89M","1,23%"
"03.12.2019","108.956,00","108.931,00","109.198,00","108.190,00","5,22M","0,03%"
"02.12.2019","108.928,00","108.233,00","109.279,00","108.233,00","4,71M","0,64%"
"29.11.2019","108.233,00","108.290,00","108.708,00","107.759,00","4,19M","-0,05%"
"28.11.2019","108.290,00","107.708,00","108.333,00","107.148,00","3,67M","0,54%"
"27.11.2019","107.708,00","107.059,00","107.991,00","106.312,00","4,42M","0,61%"
"26.11.2019","107.059,00","108.424,00","108.424,00","106.414,00","6,90M","-1,26%"
"25.11.2019","108.424,00","108.692,00","108.915,00","108.080,00","4,51M","-0,25%"
"22.11.2019","108.692,00","107.497,00","108.692,00","107.157,00","4,80M","1,11%"
"21.11.2019","107.497,00","105.866,00","107.497,00","105.864,00","5,82M","1,54%"
"19.11.2019","105.864,00","106.269,00","106.950,00","105.367,00","3,61M","-0,38%"
"18.11.2019","106.269,00","106.566,00","107.519,00","106.246,00","4,92M","-0,27%"
"14.11.2019","106.557,00","106.052,00","106.758,00","105.820,00","5,36M","0,47%"
"13.11.2019","106.060,00","106.751,00","106.786,00","105.261,00","5,34M","-0,65%"
"12.11.2019","106.751,00","108.368,00","108.368,00","106.232,00","5,22M","-1,49%"
"11.11.2019","108.367,00","107.622,00","108.367,00","106.814,00","3,93M","0,69%"
"08.11.2019","107.629,00","109.572,00","109.572,00","107.127,00","5,42M","-1,78%"
