"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"30.12.2024","2.483,12","2.479,86","2.495,05","2.468,59","89,09M","-0,28%"
"27.12.2024","2.490,19","2.476,41","2.493,81","2.471,08","86,13M","0,82%"
"23.12.2024","2.469,87","2.467,47","2.476,91","2.457,27","111,04M","-0,19%"
"20.12.2024","2.474,65","2.462,81","2.475,94","2.435,66","190,66M","-0,26%"
"19.12.2024","2.481,10","2.501,58","2.512,05","2.474,27","150,97M","-2,23%"
"18.12.2024","2.537,63","2.536,42","2.549,73","2.530,17","167,82M","0,18%"
"17.12.2024","2.533,07","2.534,77","2.545,27","2.529,57","87,33M","-0,45%"
"16.12.2024","2.544,60","2.553,24","2.556,74","2.539,11","87,18M","-0,46%"
"13.12.2024","2.556,34","2.570,67","2.580,26","2.551,83","108,52M","-0,69%"
"12.12.2024","2.573,98","2.594,65","2.600,16","2.569,56","137,73M","-0,56%"
"11.12.2024","2.588,44","2.589,18","2.599,41","2.584,32","106,58M","-0,27%"
"10.12.2024","2.595,49","2.612,85","2.614,07","2.595,49","96,83M","-0,85%"
"09.12.2024","2.617,80","2.631,26","2.633,57","2.613,07","103,69M","0,14%"
"06.12.2024","2.614,27","2.603,09","2.617,66","2.600,84","76,35M","0,31%"
"05.12.2024","2.606,08","2.593,80","2.607,17","2.592,69","109,92M","0,45%"
"04.12.2024","2.594,38","2.585,77","2.601,22","2.582,57","106,96M","0,80%"
"03.12.2024","2.573,70","2.555,42","2.582,68","2.554,63","91,62M","1,00%"
"02.12.2024","2.548,13","2.503,02","2.563,09","2.500,86","96,00M","1,36%"
"29.11.2024","2.513,85","2.505,36","2.516,41","2.495,09","148,71M","0,20%"
"28.11.2024","2.508,92","2.508,17","2.522,88","2.505,76","65,97M","0,45%"
"27.11.2024","2.497,68","2.491,53","2.501,68","2.483,93","109,59M","0,08%"
"26.11.2024","2.495,80","2.495,60","2.505,21","2.487,64","82,55M","-0,66%"
"25.11.2024","2.512,45","2.527,98","2.531,46","2.505,55","162,17M","-0,07%"
"22.11.2024","2.514,10","2.506,81","2.520,03","2.486,33","99,71M","0,71%"
"21.11.2024","2.496,31","2.484,80","2.498,49","2.464,14","92,66M","0,48%"
"20.11.2024","2.484,49","2.508,29","2.513,74","2.483,49","101,23M","-0,36%"
"19.11.2024","2.493,48","2.515,21","2.518,15","2.462,17","110,86M","-0,54%"
"18.11.2024","2.506,91","2.509,39","2.518,88","2.489,89","92,39M","-0,12%"
"15.11.2024","2.509,99","2.513,49","2.530,64","2.506,38","128,01M","-0,85%"
"14.11.2024","2.531,39","2.519,58","2.535,77","2.507,07","85,45M","0,75%"
"13.11.2024","2.512,56","2.512,19","2.520,59","2.493,72","88,96M","-0,07%"
"12.11.2024","2.514,23","2.556,15","2.558,60","2.508,64","111,20M","-2,41%"
"11.11.2024","2.576,43","2.574,54","2.584,28","2.571,95","99,63M","0,69%"
"08.11.2024","2.558,74","2.583,18","2.584,15","2.546,84","111,52M","-1,01%"
"07.11.2024","2.584,72","2.559,90","2.593,98","2.558,65","153,25M","1,24%"
"06.11.2024","2.553,13","2.590,90","2.626,57","2.552,95","150,05M","-0,82%"
"05.11.2024","2.574,13","2.571,96","2.576,70","2.555,80","100,66M","0,08%"
"04.11.2024","2.571,98","2.564,42","2.582,00","2.564,42","217,18M","0,58%"
"01.11.2024","2.557,22","2.546,14","2.564,75","2.546,14","43,53M","0,58%"
"31.10.2024","2.542,41","2.556,57","2.562,60","2.535,33","105,03M","-1,40%"
"30.10.2024","2.578,38","2.604,59","2.608,27","2.571,21","81,32M","-1,24%"
"29.10.2024","2.610,76","2.632,11","2.639,52","2.610,76","88,51M","-0,51%"
"28.10.2024","2.624,08","2.601,84","2.627,70","2.595,83","92,95M","1,23%"
"25.10.2024","2.592,28","2.575,85","2.601,57","2.574,80","103,23M","0,55%"
"24.10.2024","2.578,09","2.578,89","2.600,14","2.576,57","104,98M","-0,13%"
"23.10.2024","2.581,33","2.573,32","2.588,52","2.565,16","126,29M","0,38%"
"22.10.2024","2.571,51","2.579,44","2.580,99","2.550,27","92,94M","-0,18%"
"21.10.2024","2.576,20","2.591,10","2.602,51","2.571,94","84,17M","-0,70%"
"18.10.2024","2.594,30","2.573,41","2.599,95","2.572,48","80,03M","0,33%"
"17.10.2024","2.585,81","2.587,72","2.598,52","2.583,30","98,73M","0,22%"
"16.10.2024","2.580,09","2.563,94","2.585,50","2.558,86","107,96M","0,12%"
"15.10.2024","2.577,06","2.601,89","2.619,57","2.577,06","134,89M","-0,82%"
"14.10.2024","2.598,25","2.591,51","2.598,25","2.579,01","72,59M","0,37%"
"11.10.2024","2.588,72","2.571,67","2.591,66","2.566,31","75,65M","0,58%"
"10.10.2024","2.573,91","2.592,08","2.597,16","2.562,27","80,48M","-0,81%"
"09.10.2024","2.594,91","2.585,71","2.598,95","2.577,36","86,48M","0,27%"
"08.10.2024","2.587,89","2.583,79","2.598,05","2.574,93","76,48M","-0,57%"
"07.10.2024","2.602,66","2.610,95","2.611,55","2.586,99","79,76M","-0,04%"
"04.10.2024","2.603,79","2.593,05","2.616,31","2.588,63","88,48M","0,36%"
"03.10.2024","2.594,50","2.615,31","2.619,72","2.588,82","77,30M","-1,00%"
"02.10.2024","2.620,66","2.614,33","2.623,30","2.606,13","81,70M","0,36%"
"01.10.2024","2.611,34","2.632,75","2.641,22","2.603,65","96,96M","-0,57%"
"30.09.2024","2.626,44","2.635,19","2.649,49","2.620,14","103,66M","-0,49%"
"27.09.2024","2.639,45","2.644,79","2.647,92","2.632,41","130,10M","-0,11%"
"26.09.2024","2.642,43","2.641,71","2.649,92","2.625,17","126,93M","1,21%"
"25.09.2024","2.610,91","2.582,87","2.615,04","2.582,87","143,33M","0,81%"
"24.09.2024","2.590,01","2.603,78","2.608,83","2.577,55","115,54M","0,24%"
"23.09.2024","2.583,85","2.578,69","2.591,99","2.563,66","103,18M","0,18%"
"20.09.2024","2.579,15","2.588,18","2.595,60","2.574,02","195,17M","-0,53%"
"19.09.2024","2.592,91","2.569,27","2.600,75","2.565,71","154,15M","1,91%"
"18.09.2024","2.544,25","2.555,20","2.555,21","2.536,50","82,88M","-0,46%"
"17.09.2024","2.555,90","2.538,20","2.561,46","2.537,84","89,73M","1,03%"
"16.09.2024","2.529,75","2.516,73","2.534,58","2.514,70","73,04M","0,18%"
"13.09.2024","2.525,18","2.513,73","2.528,71","2.513,08","89,72M","0,58%"
"12.09.2024","2.510,54","2.523,25","2.537,73","2.499,88","75,62M","0,83%"
"11.09.2024","2.489,96","2.499,91","2.515,34","2.482,00","81,63M","-0,23%"
"10.09.2024","2.495,76","2.504,90","2.521,74","2.489,79","101,13M","-0,62%"
"09.09.2024","2.511,44","2.495,78","2.517,43","2.495,69","83,23M","1,23%"
"06.09.2024","2.480,99","2.494,99","2.516,08","2.478,33","80,15M","-1,13%"
"05.09.2024","2.509,30","2.523,20","2.532,05","2.505,43","79,58M","-0,89%"
"04.09.2024","2.531,72","2.523,31","2.544,27","2.521,95","96,04M","-1,33%"
"03.09.2024","2.565,78","2.591,55","2.598,92","2.562,19","106,82M","-0,93%"
"02.09.2024","2.589,98","2.595,27","2.595,46","2.578,77","95,78M","-0,23%"
"30.08.2024","2.595,96","2.589,27","2.601,14","2.585,62","160,95M","0,31%"
"29.08.2024","2.587,90","2.564,89","2.591,54","2.564,23","94,64M","0,99%"
"28.08.2024","2.562,54","2.559,09","2.572,84","2.551,79","100,64M","0,23%"
"27.08.2024","2.556,75","2.569,54","2.573,52","2.553,02","71,39M","-0,40%"
"26.08.2024","2.567,12","2.557,38","2.572,98","2.554,71","59,27M","0,31%"
"23.08.2024","2.559,27","2.541,57","2.567,29","2.536,81","81,65M","0,72%"
"22.08.2024","2.541,10","2.526,11","2.550,48","2.525,32","64,88M","0,68%"
"21.08.2024","2.523,94","2.527,55","2.538,94","2.514,89","66,80M","-0,13%"
"20.08.2024","2.527,29","2.545,90","2.546,89","2.525,17","89,49M","-0,53%"
"19.08.2024","2.540,83","2.534,40","2.542,27","2.533,45","87,40M","0,31%"
"16.08.2024","2.533,09","2.528,71","2.539,83","2.524,67","119,81M","0,41%"
"15.08.2024","2.522,81","2.504,66","2.529,77","2.495,28","79,17M","1,15%"
"14.08.2024","2.494,19","2.488,11","2.496,54","2.484,79","63,83M","0,86%"
"13.08.2024","2.472,96","2.471,61","2.474,51","2.453,49","61,27M","0,49%"
"12.08.2024","2.460,90","2.469,40","2.473,94","2.454,89","55,83M","0,09%"
"09.08.2024","2.458,59","2.456,27","2.476,86","2.447,57","68,65M","0,33%"
"08.08.2024","2.450,39","2.424,38","2.454,06","2.406,12","71,38M","0,34%"
"07.08.2024","2.442,13","2.418,83","2.452,29","2.416,54","107,05M","1,63%"
"06.08.2024","2.402,96","2.434,21","2.439,99","2.383,66","104,00M","-0,34%"
"05.08.2024","2.411,26","2.388,38","2.416,60","2.356,65","147,61M","-2,26%"
"02.08.2024","2.467,00","2.522,27","2.522,27","2.460,62","122,75M","-3,15%"
"01.08.2024","2.547,18","2.599,77","2.599,77","2.544,35","94,60M","-2,38%"
"31.07.2024","2.609,33","2.614,84","2.622,42","2.603,71","113,87M","0,54%"
"30.07.2024","2.595,25","2.585,98","2.600,25","2.585,51","83,80M","0,59%"
"29.07.2024","2.580,00","2.590,87","2.603,15","2.580,00","110,69M","0,05%"
"26.07.2024","2.578,75","2.553,56","2.582,19","2.553,25","76,08M","0,64%"
"25.07.2024","2.562,37","2.548,74","2.562,87","2.527,78","91,88M","-0,33%"
"24.07.2024","2.570,97","2.579,57","2.581,90","2.564,70","76,34M","-0,98%"
"23.07.2024","2.596,43","2.602,17","2.610,35","2.582,68","81,17M","0,12%"
"22.07.2024","2.593,43","2.579,67","2.609,13","2.577,63","111,58M","0,89%"
"19.07.2024","2.570,63","2.592,04","2.594,32","2.570,63","108,08M","-1,05%"
"18.07.2024","2.597,79","2.611,04","2.616,73","2.584,51","140,64M","0,01%"
"17.07.2024","2.597,55","2.600,32","2.602,79","2.577,74","108,76M","-0,61%"
"16.07.2024","2.613,58","2.599,09","2.615,51","2.592,22","96,60M","0,32%"
"15.07.2024","2.605,29","2.619,22","2.621,48","2.600,24","106,63M","-0,96%"
"12.07.2024","2.630,61","2.582,90","2.635,21","2.582,90","127,94M","2,19%"
"11.07.2024","2.574,27","2.559,49","2.579,66","2.549,33","114,49M","1,02%"
"10.07.2024","2.548,40","2.539,83","2.548,70","2.528,14","95,25M","0,56%"
"09.07.2024","2.534,22","2.562,11","2.563,04","2.529,59","95,15M","-1,17%"
"08.07.2024","2.564,30","2.553,74","2.568,57","2.547,15","84,76M","0,30%"
"05.07.2024","2.556,53","2.575,92","2.583,32","2.552,07","77,12M","-0,60%"
"04.07.2024","2.571,87","2.569,91","2.583,96","2.566,16","82,07M","0,26%"
"03.07.2024","2.565,26","2.564,72","2.583,13","2.557,41","129,62M","0,44%"
"02.07.2024","2.554,12","2.573,85","2.573,85","2.547,14","122,32M","-1,19%"
"01.07.2024","2.584,83","2.591,32","2.592,82","2.570,91","","0,60%"
"28.06.2024","2.569,45","2.572,30","2.576,48","2.561,14","112,94M","0,45%"
"27.06.2024","2.557,86","2.571,27","2.575,99","2.557,08","96,20M","-0,56%"
"26.06.2024","2.572,24","2.577,26","2.595,00","2.562,41","110,88M","0,42%"
"25.06.2024","2.561,57","2.583,94","2.584,33","2.557,76","95,13M","-1,27%"
"24.06.2024","2.594,54","2.551,73","2.595,80","2.549,18","100,34M","0,81%"
"21.06.2024","2.573,77","2.558,76","2.573,77","2.573,77","183,42M","0,00%"
"20.06.2024","2.573,77","2.558,76","2.576,74","2.557,97","183,42M","0,77%"
"19.06.2024","2.554,21","2.565,82","2.565,82","2.554,21","82,29M","-0,48%"
"18.06.2024","2.566,49","2.573,97","2.575,01","2.554,02","81,83M","0,31%"
"17.06.2024","2.558,51","2.572,06","2.581,68","2.548,01","110,57M","-0,12%"
"14.06.2024","2.561,60","2.592,23","2.592,43","2.554,78","95,11M","-0,99%"
"13.06.2024","2.587,11","2.624,83","2.625,16","2.586,07","120,80M","-1,52%"
"12.06.2024","2.627,12","2.593,91","2.632,19","2.592,83","94,51M","1,55%"
"11.06.2024","2.586,96","2.607,35","2.614,75","2.574,42","85,82M","-0,53%"
"10.06.2024","2.600,72","2.609,91","2.612,26","2.587,36","87,99M","-0,87%"
"07.06.2024","2.623,59","2.620,95","2.630,87","2.605,17","120,30M","0,53%"
"05.06.2024","2.609,72","2.600,91","2.614,02","2.598,00","87,07M","0,85%"
"04.06.2024","2.587,70","2.607,22","2.608,22","2.582,06","104,99M","-0,93%"
"03.06.2024","2.612,02","2.627,47","2.636,26","2.606,17","113,20M","0,30%"
"31.05.2024","2.604,10","2.595,04","2.606,18","2.584,64","226,62M","0,43%"
"30.05.2024","2.593,07","2.578,45","2.595,30","2.574,69","92,95M","0,37%"
"29.05.2024","2.583,50","2.610,85","2.613,36","2.582,95","124,26M","-1,25%"
"28.05.2024","2.616,29","2.632,91","2.637,04","2.605,30","107,94M","-0,53%"
"27.05.2024","2.630,30","2.622,99","2.631,13","2.617,91","99,25M","0,22%"
"24.05.2024","2.624,50","2.620,89","2.626,39","2.607,70","76,99M","-0,64%"
"23.05.2024","2.641,47","2.637,46","2.648,20","2.631,39","96,48M","0,26%"
"22.05.2024","2.634,51","2.632,20","2.638,31","2.623,51","88,49M","0,11%"
"21.05.2024","2.631,49","2.627,65","2.631,76","2.615,58","112,90M","-0,03%"
"20.05.2024","2.632,17","2.607,93","2.632,17","2.607,93","121,45M","1,15%"
"17.05.2024","2.602,20","2.605,01","2.609,37","2.591,01","119,92M","-0,25%"
"16.05.2024","2.608,82","2.628,52","2.629,24","2.602,44","142,31M","-0,71%"
"15.05.2024","2.627,52","2.639,97","2.642,72","2.619,79","144,12M","-0,20%"
"14.05.2024","2.632,85","2.624,80","2.634,73","2.617,85","159,84M","0,31%"
"13.05.2024","2.624,76","2.625,90","2.628,89","2.616,98","88,86M","-0,12%"
"10.05.2024","2.627,87","2.615,82","2.633,95","2.606,24","116,99M","1,50%"
"08.05.2024","2.589,10","2.589,10","2.606,18","2.588,39","92,35M","-0,16%"
"07.05.2024","2.593,17","2.574,94","2.593,17","2.561,83","141,07M","1,15%"
"06.05.2024","2.563,79","2.549,19","2.563,92","2.541,40","120,87M","0,93%"
"03.05.2024","2.540,08","2.535,01","2.550,33","2.524,78","92,06M","0,59%"
"02.05.2024","2.525,21","2.544,09","2.547,07","2.522,71","107,53M","-1,22%"
"30.04.2024","2.556,40","2.565,75","2.568,20","2.539,27","73,15M","-0,41%"
"29.04.2024","2.566,81","2.566,54","2.572,75","2.563,54","90,93M","0,36%"
"26.04.2024","2.557,70","2.536,32","2.565,19","2.534,04","112,61M","1,28%"
"25.04.2024","2.525,40","2.542,36","2.544,91","2.507,92","176,81M","-0,70%"
"24.04.2024","2.543,21","2.544,07","2.555,02","2.522,67","142,30M","-0,12%"
"23.04.2024","2.546,33","2.522,34","2.548,97","2.516,86","102,09M","1,39%"
"22.04.2024","2.511,41","2.518,48","2.525,50","2.506,58","114,75M","0,37%"
"19.04.2024","2.502,07","2.490,54","2.504,16","2.481,48","97,05M","-0,62%"
"18.04.2024","2.517,69","2.522,71","2.524,19","2.498,97","110,92M","0,50%"
"17.04.2024","2.505,27","2.488,42","2.526,01","2.487,97","99,34M","0,54%"
"16.04.2024","2.491,76","2.495,60","2.504,14","2.482,77","120,67M","-1,25%"
"15.04.2024","2.523,40","2.519,88","2.548,28","2.517,25","78,40M","0,65%"
"12.04.2024","2.506,99","2.521,60","2.540,53","2.503,50","104,59M","0,29%"
"11.04.2024","2.499,70","2.513,21","2.518,95","2.476,61","111,49M","-0,77%"
"10.04.2024","2.519,05","2.526,07","2.539,19","2.499,65","121,85M","0,22%"
"09.04.2024","2.513,50","2.519,30","2.528,49","2.509,03","93,65M","-0,35%"
"08.04.2024","2.522,36","2.512,38","2.527,16","2.505,90","98,93M","0,70%"
"05.04.2024","2.504,80","2.491,64","2.505,60","2.482,93","106,17M","-0,68%"
"04.04.2024","2.521,86","2.514,53","2.524,62","2.508,95","99,25M","0,33%"
"03.04.2024","2.513,52","2.508,52","2.517,75","2.500,07","112,02M","0,19%"
"02.04.2024","2.508,65","2.529,41","2.540,32","2.501,88","135,30M","-0,38%"
"28.03.2024","2.518,27","2.538,72","2.542,25","2.516,29","76,19M","-0,75%"
"27.03.2024","2.537,37","2.544,55","2.557,52","2.532,48","161,31M","-0,42%"
"26.03.2024","2.547,97","2.524,20","2.552,03","2.518,21","140,56M","0,87%"
"25.03.2024","2.526,07","2.533,84","2.542,91","2.517,51","146,03M","-0,33%"
"22.03.2024","2.534,34","2.533,17","2.555,43","2.531,25","121,95M","-0,63%"
"21.03.2024","2.550,50","2.528,57","2.551,09","2.524,61","126,90M","1,60%"
"20.03.2024","2.510,44","2.504,80","2.519,03","2.495,14","118,72M","-0,18%"
"19.03.2024","2.514,93","2.497,06","2.515,11","2.495,75","100,35M","0,40%"
"18.03.2024","2.504,80","2.534,55","2.536,18","2.502,06","107,72M","-1,14%"
"15.03.2024","2.533,62","2.528,49","2.545,64","2.527,39","229,83M","0,23%"
"14.03.2024","2.527,85","2.534,09","2.542,97","2.523,65","111,96M","0,02%"
"13.03.2024","2.527,47","2.527,35","2.531,80","2.512,93","116,31M","0,22%"
"12.03.2024","2.521,91","2.489,27","2.526,09","2.488,59","114,53M","1,72%"
"11.03.2024","2.479,35","2.472,40","2.481,50","2.466,75","84,25M","-0,34%"
"08.03.2024","2.487,70","2.475,08","2.495,85","2.471,44","92,32M","0,65%"
"07.03.2024","2.471,57","2.450,02","2.478,76","2.440,90","105,89M","0,44%"
"06.03.2024","2.460,81","2.445,94","2.462,73","2.442,67","104,74M","0,48%"
"05.03.2024","2.449,04","2.449,35","2.458,76","2.442,98","97,32M","-0,26%"
"04.03.2024","2.455,36","2.465,31","2.465,31","2.448,22","83,48M","-0,25%"
"01.03.2024","2.461,49","2.463,69","2.472,75","2.456,41","86,14M","0,35%"
"29.02.2024","2.452,80","2.451,93","2.459,91","2.440,44","153,45M","0,23%"
"28.02.2024","2.447,21","2.438,96","2.451,43","2.438,96","117,58M","0,20%"
"27.02.2024","2.442,22","2.439,07","2.444,20","2.432,41","155,01M","0,15%"
"26.02.2024","2.438,64","2.434,66","2.443,46","2.430,72","109,68M","0,13%"
"23.02.2024","2.435,45","2.424,05","2.437,16","2.417,13","85,97M","0,37%"
"22.02.2024","2.426,38","2.433,83","2.442,31","2.419,93","95,62M","0,47%"
"21.02.2024","2.414,97","2.415,41","2.417,71","2.403,18","76,58M","0,01%"
"20.02.2024","2.414,79","2.411,51","2.417,03","2.402,27","75,20M","0,19%"
"19.02.2024","2.410,33","2.401,41","2.414,02","2.401,00","82,31M","0,06%"
"16.02.2024","2.408,92","2.393,59","2.415,19","2.392,59","138,76M","0,99%"
"15.02.2024","2.385,24","2.374,61","2.389,63","2.374,30","124,05M","0,98%"
"14.02.2024","2.362,07","2.349,25","2.366,14","2.348,88","81,05M","0,40%"
"13.02.2024","2.352,77","2.365,23","2.366,10","2.339,81","105,31M","-0,62%"
"12.02.2024","2.367,50","2.357,78","2.368,74","2.357,31","104,26M","0,64%"
"09.02.2024","2.352,42","2.358,68","2.366,89","2.345,70","126,49M","-0,26%"
"08.02.2024","2.358,50","2.362,79","2.365,93","2.352,47","114,48M","0,09%"
"07.02.2024","2.356,43","2.357,08","2.365,13","2.353,17","178,79M","-0,05%"
"06.02.2024","2.357,52","2.353,20","2.360,70","2.339,63","113,08M","0,75%"
"05.02.2024","2.339,89","2.366,76","2.368,18","2.336,20","101,51M","-1,18%"
"02.02.2024","2.367,90","2.382,27","2.384,99","2.367,90","112,43M","0,13%"
"01.02.2024","2.364,81","2.352,86","2.380,20","2.349,95","141,59M","0,35%"
"31.01.2024","2.356,60","2.370,31","2.371,24","2.355,75","151,28M","-0,50%"
"30.01.2024","2.368,36","2.376,04","2.379,78","2.361,98","108,76M","0,01%"
"29.01.2024","2.368,06","2.363,71","2.376,84","2.353,59","107,04M","-0,09%"
"26.01.2024","2.370,13","2.351,65","2.372,03","2.346,31","137,08M","0,31%"
"25.01.2024","2.362,73","2.342,73","2.364,10","2.336,06","156,26M","0,49%"
"24.01.2024","2.351,10","2.357,44","2.363,39","2.343,79","125,48M","0,58%"
"23.01.2024","2.337,48","2.338,24","2.345,14","2.324,58","123,58M","0,30%"
"22.01.2024","2.330,55","2.314,87","2.333,84","2.314,87","119,09M","1,42%"
"19.01.2024","2.297,96","2.320,80","2.324,16","2.294,05","104,72M","-0,52%"
"18.01.2024","2.309,95","2.301,38","2.316,40","2.293,73","101,29M","0,53%"
"17.01.2024","2.297,85","2.298,51","2.302,54","2.285,87","98,23M","-1,12%"
"16.01.2024","2.323,78","2.329,99","2.330,80","2.315,85","95,00M","-0,71%"
"15.01.2024","2.340,47","2.359,64","2.360,75","2.334,45","93,69M","-0,66%"
"12.01.2024","2.355,97","2.342,66","2.360,56","2.342,00","93,18M","0,84%"
"11.01.2024","2.336,25","2.358,98","2.367,53","2.333,31","119,07M","-0,24%"
"10.01.2024","2.341,94","2.341,71","2.347,94","2.335,31","86,94M","-0,12%"
"09.01.2024","2.344,72","2.360,89","2.361,72","2.332,79","92,85M","-0,55%"
"08.01.2024","2.357,77","2.342,92","2.357,82","2.330,07","108,28M","0,85%"
"05.01.2024","2.337,86","2.351,27","2.354,32","2.335,89","58,16M","-1,02%"
"04.01.2024","2.361,90","2.359,29","2.364,72","2.347,15","115,47M","0,22%"
"03.01.2024","2.356,64","2.393,91","2.396,13","2.345,82","100,01M","-1,60%"
"02.01.2024","2.394,93","2.402,39","2.418,15","2.384,79","92,03M","-0,05%"
"29.12.2023","2.396,07","2.391,01","2.403,19","2.390,87","46,77M","0,30%"
"28.12.2023","2.389,01","2.396,23","2.398,91","2.384,45","81,76M","-0,05%"
"27.12.2023","2.390,28","2.380,31","2.398,86","2.378,43","98,62M","0,56%"
"22.12.2023","2.377,05","2.367,19","2.384,03","2.365,09","74,82M","0,08%"
"21.12.2023","2.375,14","2.382,35","2.382,93","2.364,94","81,46M","-0,66%"
"20.12.2023","2.390,84","2.387,49","2.394,61","2.376,72","138,26M","0,26%"
"19.12.2023","2.384,54","2.376,86","2.391,41","2.376,86","139,39M","0,44%"
"18.12.2023","2.374,17","2.375,14","2.384,70","2.371,53","132,28M","-0,51%"
"15.12.2023","2.386,43","2.373,35","2.395,44","2.373,35","243,57M","0,90%"
"14.12.2023","2.365,25","2.356,64","2.369,17","2.351,50","238,14M","1,83%"
"13.12.2023","2.322,75","2.336,72","2.343,26","2.322,75","148,76M","-0,51%"
"12.12.2023","2.334,73","2.336,82","2.343,29","2.331,92","125,79M","-0,22%"
"11.12.2023","2.339,78","2.314,79","2.340,31","2.312,36","124,87M","1,16%"
"08.12.2023","2.313,01","2.288,46","2.318,94","2.286,76","140,43M","1,13%"
"07.12.2023","2.287,14","2.288,03","2.294,16","2.279,82","137,65M","-0,11%"
"06.12.2023","2.289,64","2.271,88","2.296,33","2.265,22","126,89M","0,96%"
"05.12.2023","2.267,80","2.249,04","2.270,27","2.249,03","152,85M","0,62%"
"04.12.2023","2.253,80","2.250,43","2.265,19","2.248,64","119,91M","0,16%"
"01.12.2023","2.250,21","2.237,36","2.255,21","2.236,51","119,21M","0,80%"
"30.11.2023","2.232,46","2.233,78","2.245,15","2.227,38","295,09M","-0,02%"
"29.11.2023","2.233,00","2.212,71","2.239,51","2.212,05","149,54M","0,82%"
"28.11.2023","2.214,81","2.219,35","2.223,41","2.209,00","96,22M","-0,54%"
"27.11.2023","2.226,85","2.227,57","2.232,52","2.219,12","93,55M","-0,11%"
"24.11.2023","2.229,37","2.223,43","2.231,50","2.222,78","72,95M","0,14%"
"23.11.2023","2.226,34","2.217,22","2.231,59","2.213,41","136,13M","0,59%"
"22.11.2023","2.213,18","2.203,52","2.223,21","2.202,52","146,11M","0,73%"
"21.11.2023","2.197,08","2.206,05","2.208,52","2.192,72","150,18M","-0,42%"
"20.11.2023","2.206,34","2.200,96","2.208,97","2.192,81","151,60M","0,34%"
"17.11.2023","2.198,83","2.181,55","2.203,83","2.181,35","139,26M","1,26%"
"16.11.2023","2.171,53","2.189,79","2.190,28","2.167,13","156,04M","-0,98%"
"15.11.2023","2.192,97","2.175,15","2.199,03","2.173,97","209,17M","1,06%"
"14.11.2023","2.169,98","2.126,93","2.170,00","2.121,94","203,05M","2,23%"
"13.11.2023","2.122,63","2.125,30","2.131,07","2.116,19","132,08M","0,34%"
"10.11.2023","2.115,38","2.122,16","2.124,53","2.102,71","116,27M","-1,06%"
"09.11.2023","2.137,98","2.114,80","2.140,20","2.112,25","118,40M","1,12%"
"08.11.2023","2.114,32","2.106,39","2.125,12","2.102,80","98,09M","-0,08%"
"07.11.2023","2.116,06","2.112,32","2.124,89","2.107,14","120,57M","-0,35%"
"06.11.2023","2.123,50","2.140,33","2.141,23","2.112,24","109,91M","-0,15%"
"03.11.2023","2.126,76","2.122,43","2.134,05","2.120,39","66,33M","0,76%"
"02.11.2023","2.110,80","2.086,63","2.123,10","2.086,57","142,49M","1,80%"
"01.11.2023","2.073,43","2.081,81","2.085,97","2.060,30","99,41M","-0,11%"
"31.10.2023","2.075,79","2.060,08","2.083,61","2.059,78","120,66M","0,91%"
"30.10.2023","2.057,14","2.049,66","2.065,68","2.048,95","90,46M","0,37%"
"27.10.2023","2.049,65","2.065,46","2.073,94","2.042,65","109,02M","-0,72%"
"26.10.2023","2.064,55","2.047,39","2.072,24","2.036,88","141,98M","-0,45%"
"25.10.2023","2.073,84","2.072,91","2.085,20","2.055,67","128,73M","-0,02%"
"24.10.2023","2.074,19","2.066,04","2.078,47","2.050,23","109,25M","0,37%"
"23.10.2023","2.066,50","2.086,69","2.087,75","2.051,75","131,92M","-0,54%"
"20.10.2023","2.077,66","2.100,00","2.100,98","2.076,24","142,25M","-2,08%"
"19.10.2023","2.121,83","2.132,25","2.148,74","2.117,80","170,08M","-1,05%"
"18.10.2023","2.144,44","2.167,59","2.177,98","2.142,83","153,42M","-1,28%"
"17.10.2023","2.172,25","2.185,11","2.185,60","2.154,93","145,41M","-0,85%"
"16.10.2023","2.190,78","2.193,21","2.201,56","2.177,76","106,01M","0,04%"
"13.10.2023","2.189,84","2.205,74","2.208,87","2.185,96","102,98M","-1,01%"
"12.10.2023","2.212,13","2.208,23","2.235,90","2.208,23","162,98M","0,84%"
"11.10.2023","2.193,71","2.186,41","2.197,20","2.182,34","122,58M","0,03%"
"10.10.2023","2.193,06","2.155,28","2.195,07","2.154,68","114,45M","2,80%"
"09.10.2023","2.133,26","2.145,94","2.151,19","2.130,54","85,19M","-0,96%"
"06.10.2023","2.154,02","2.131,45","2.154,02","2.127,39","94,12M","1,27%"
"05.10.2023","2.127,06","2.118,82","2.140,01","2.118,80","92,72M","0,49%"
"04.10.2023","2.116,77","2.111,14","2.125,01","2.104,70","100,23M","-0,39%"
"03.10.2023","2.125,05","2.136,14","2.149,22","2.121,17","143,86M","-0,97%"
"02.10.2023","2.145,97","2.157,47","2.174,25","2.135,96","141,64M","-0,44%"
"29.09.2023","2.155,49","2.144,42","2.165,04","2.144,16","143,14M","0,83%"
"28.09.2023","2.137,65","2.127,80","2.138,58","2.119,11","102,21M","0,34%"
"27.09.2023","2.130,32","2.135,53","2.145,46","2.126,78","124,10M","-0,13%"
"26.09.2023","2.133,16","2.148,34","2.148,98","2.124,97","140,72M","-1,07%"
"25.09.2023","2.156,12","2.161,72","2.170,80","2.141,86","206,79M","-0,45%"
"22.09.2023","2.165,94","2.169,61","2.176,87","2.162,69","104,09M","-0,59%"
